id,word,n,tf,idf,tf_idf
24,come,1,0.14285714285714285,4.248495242049359,0.606927891721337
24,disturbed,1,0.14285714285714285,4.248495242049359,0.606927891721337
24,due,1,0.14285714285714285,4.248495242049359,0.606927891721337
24,go,1,0.14285714285714285,4.248495242049359,0.606927891721337
210,anymore,1,0.14285714285714285,4.248495242049359,0.606927891721337
210,fine,1,0.14285714285714285,4.248495242049359,0.606927891721337
210,prescriptions,1,0.14285714285714285,4.248495242049359,0.606927891721337
210,tab,1,0.14285714285714285,4.248495242049359,0.606927891721337
210,used,1,0.14285714285714285,4.248495242049359,0.606927891721337
9,sharp,1,0.2,3.0247198104272432,0.6049439620854486
22,sharp,1,0.2,3.0247198104272432,0.6049439620854486
65,sharp,1,0.2,3.0247198104272432,0.6049439620854486
206,sharp,1,0.2,3.0247198104272432,0.6049439620854486
313,reset,2,0.13333333333333333,4.471638793363569,0.5962185057818092
63,leg,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
63,weakness,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
94,recently,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
151,hours,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
151,tingling,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
267,leg,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
267,weakness,1,0.16666666666666666,3.5553480614894135,0.5925580102482355
16,disappeared,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
162,disappeared,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
173,button,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
173,respond,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
185,bending,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
185,clicking,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
185,unstable,1,0.14285714285714285,4.0661736852554045,0.5808819550364863
176,order,1,0.16666666666666666,3.4600378816850887,0.5766729802808481
322,insomnia,1,0.16666666666666666,3.4600378816850887,0.5766729802808481
346,order,1,0.16666666666666666,3.4600378816850887,0.5766729802808481
348,insomnia,1,0.16666666666666666,3.4600378816850887,0.5766729802808481
9,feels,1,0.2,2.8622008809294686,0.5724401761858937
22,feels,1,0.2,2.8622008809294686,0.5724401761858937
65,feels,1,0.2,2.8622008809294686,0.5724401761858937
206,feels,1,0.2,2.8622008809294686,0.5724401761858937
206,fingers,1,0.2,2.8622008809294686,0.5724401761858937
9,chest,1,0.2,2.8134107167600364,0.5626821433520073
121,chest,1,0.2,2.8134107167600364,0.5626821433520073
155,chest,1,0.2,2.8134107167600364,0.5626821433520073
33,daily,1,0.16666666666666666,3.373026504695459,0.5621710841159098
33,life,1,0.16666666666666666,3.373026504695459,0.5621710841159098
56,password,1,0.16666666666666666,3.373026504695459,0.5621710841159098
63,constant,1,0.16666666666666666,3.373026504695459,0.5621710841159098
69,constant,1,0.16666666666666666,3.373026504695459,0.5621710841159098
71,multiple,1,0.16666666666666666,3.373026504695459,0.5621710841159098
112,password,1,0.16666666666666666,3.373026504695459,0.5621710841159098
160,constant,1,0.16666666666666666,3.373026504695459,0.5621710841159098
176,password,1,0.16666666666666666,3.373026504695459,0.5621710841159098
263,constant,1,0.16666666666666666,3.373026504695459,0.5621710841159098
268,password,1,0.16666666666666666,3.373026504695459,0.5621710841159098
308,constant,1,0.16666666666666666,3.373026504695459,0.5621710841159098
323,different,1,0.16666666666666666,3.373026504695459,0.5621710841159098
348,constant,1,0.16666666666666666,3.373026504695459,0.5621710841159098
48,response,1,0.125,4.471638793363569,0.5589548491704461
109,save,1,0.125,4.471638793363569,0.5589548491704461
233,response,1,0.125,4.471638793363569,0.5589548491704461
340,save,1,0.125,4.471638793363569,0.5589548491704461
19,logs,1,0.14285714285714285,3.912023005428146,0.558860429346878
19,randomly,1,0.14285714285714285,3.912023005428146,0.558860429346878
31,logs,1,0.14285714285714285,3.912023005428146,0.558860429346878
31,randomly,1,0.14285714285714285,3.912023005428146,0.558860429346878
70,logs,1,0.14285714285714285,3.912023005428146,0.558860429346878
70,randomly,1,0.14285714285714285,3.912023005428146,0.558860429346878
103,crashing,1,0.14285714285714285,3.912023005428146,0.558860429346878
189,crashing,1,0.14285714285714285,3.912023005428146,0.558860429346878
317,crashing,1,0.14285714285714285,3.912023005428146,0.558860429346878
47,worsening,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
52,worsening,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
71,log,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
94,dizziness,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
114,dizziness,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
160,dizziness,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
160,see,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
160,someone,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
205,dizziness,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
205,persistent,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
263,tightness,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
267,worsening,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
270,worsening,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
323,log,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
348,see,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
348,someone,1,0.16666666666666666,3.2929837970219227,0.5488306328369871
16,device,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
16,use,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
19,despite,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
19,updating,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
31,many,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
31,matter,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
70,device,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
70,use,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
103,many,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
103,matter,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
117,many,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
117,matter,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
161,changes,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
161,profile,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
162,many,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
162,matter,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
189,device,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
189,use,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
297,despite,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
297,updating,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
314,resetting,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
317,despite,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
317,updating,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
334,resetting,1,0.14285714285714285,3.7784916128036232,0.5397845161148033
131,goes,1,0.2,2.6798793241355137,0.5359758648271028
280,back,1,0.2,2.6798793241355137,0.5359758648271028
280,goes,1,0.2,2.6798793241355137,0.5359758648271028
106,affecting,2,0.2222222222222222,2.392197251683733,0.5315993892630517
42,lasts,1,0.125,4.248495242049359,0.5310619052561699
42,sensation,1,0.125,4.248495242049359,0.5310619052561699
102,lasts,1,0.125,4.248495242049359,0.5310619052561699
102,sensation,1,0.125,4.248495242049359,0.5310619052561699
182,4g,1,0.125,4.248495242049359,0.5310619052561699
182,dashboard,1,0.125,4.248495242049359,0.5310619052561699
182,freezes,1,0.125,4.248495242049359,0.5310619052561699
182,instantly,1,0.125,4.248495242049359,0.5310619052561699
182,loads,1,0.125,4.248495242049359,0.5310619052561699
209,4g,1,0.125,4.248495242049359,0.5310619052561699
209,dashboard,1,0.125,4.248495242049359,0.5310619052561699
209,freezes,1,0.125,4.248495242049359,0.5310619052561699
209,instantly,1,0.125,4.248495242049359,0.5310619052561699
209,loads,1,0.125,4.248495242049359,0.5310619052561699
232,issue,1,0.125,4.248495242049359,0.5310619052561699
232,login,1,0.125,4.248495242049359,0.5310619052561699
232,loop,1,0.125,4.248495242049359,0.5310619052561699
232,right,1,0.125,4.248495242049359,0.5310619052561699
232,sign,1,0.125,4.248495242049359,0.5310619052561699
255,around,1,0.125,4.248495242049359,0.5310619052561699
255,lasting,1,0.125,4.248495242049359,0.5310619052561699
255,temples,1,0.125,4.248495242049359,0.5310619052561699
282,evenings,1,0.125,4.248495242049359,0.5310619052561699
282,worsens,1,0.125,4.248495242049359,0.5310619052561699
11,carpal,1,0.1111111111111111,4.75932086581535,0.5288134295350388
11,tunnel,1,0.1111111111111111,4.75932086581535,0.5288134295350388
47,abdominal,1,0.16666666666666666,3.1498829533812494,0.5249804922302082
47,cramps,1,0.16666666666666666,3.1498829533812494,0.5249804922302082
69,numbness,1,0.16666666666666666,3.1498829533812494,0.5249804922302082
74,address,1,0.16666666666666666,3.1498829533812494,0.5249804922302082
268,address,1,0.16666666666666666,3.1498829533812494,0.5249804922302082
270,numbness,1,0.16666666666666666,3.1498829533812494,0.5249804922302082
